PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
-0.07757815134426889,4.041331489865016,0.2029811301401701,-0.06323742231081059,2.1784095576792843,-0.0711956229077153,0.06417276824189148,0.4651919621121172,-1.1137482020620215,-0.4317731983686303,1.3389548803586462,1.0628237384446377,0.44540311546656175,-0.2135635368113349,0.8939614079894644,-0.4883947177844697,-0.05818446058168136,-0.23450138115216873,-0.24735201417464145,0.5618831316052022
0.14802875738227422,-0.5145435979834035,3.414504223409367,-0.14384060084919284,0.06938638525107925,0.04772573100226955,-0.22431531741193322,-0.26780271727711163,0.4923795274614759,-0.16678829884791652,1.5352605092081757,0.7425497224767829,-1.2931930438645423,0.646035883421955,-0.24151189944041698,0.09415236194141466,0.3988660392977753,0.9592463207985278,-0.035684822016034026,0.5741396533670274
2.808593270356247,0.2615914344279187,0.9047777533034816,-2.9186828346368645,-0.3345669532990435,-0.2210719976175395,1.366240728146592,-0.4054491328498046,0.30208051341610004,-0.9208820476982824,0.8032878968356608,0.5330748133171719,-0.3608840456465203,1.013159922651875,0.697394636301242,-0.7075659451809638,-0.05842996118020971,0.5353318056599875,-0.11237655428068835,0.07658071502159729
0.04078258981917263,2.824245280783936,1.2963963580831246,0.9960663364319631,0.3138165629211953,-0.7178978453131527,-2.4189196370218013,1.324503613714316,1.3148609566395282,-0.409980861414941,0.8860420230202977,-0.23078123601230582,-1.7642217302782135,-0.4734460122472385,-0.6754042270420577,-0.6368237018560379,-0.21601401483584615,-0.22051172301980093,0.7839190630828363,-0.6582799787192929
0.5404619587709202,2.490854961321555,2.2180135146997544,-0.06530477697082226,-0.365852316165982,-1.5924958923275567,-1.6707273474057156,3.1783657946337,0.463123200383266,2.1232140095232537,-0.27016414019859275,-0.20418514052226688,-0.8548691398763745,0.5168113776218132,0.7898125014202524,0.5709635914039933,-0.5318607601309018,-0.04728867373448756,-0.039358125064976476,-0.3760754614035233
-0.8085147963207301,-1.3512022246188575,-0.12638297648848568,-0.3839152886049514,0.40281320065239057,-0.8119925844438224,-1.3635868275825198,0.5129168876876811,-0.09524373090078254,1.1640107533276285,0.527868299321123,0.15344771346227398,0.14926355311079595,0.6598728193929411,-0.7152170051643292,0.2478588475472523,-0.6443941277531663,0.10012994859284839,-0.01923334348243603,0.6332454600636513
1.0970597960612598,2.9854654180849636,-1.2743246783280409,1.4114977773771313,0.6640112333844101,-0.9266189488370318,-2.42095565518055,0.35134125835845825,-1.2729386584645532,0.5602722419952388,-0.23310873879199112,0.9750498996444867,0.08466079476017237,1.015440280558506,-0.6763538040414787,-0.18568324126323255,-0.7157167275704346,0.04925397510086786,0.01643894412012297,0.8766895690947577
0.5927509760853217,-1.4099569828134288,-2.215662304957418,-1.5333928108427004,-0.6037568606480119,-0.6534194198039552,0.6704527512216669,0.1670217823776627,-0.5866612505056523,0.30936826601671913,0.45214004404446584,-1.337972731869447,0.016115259518252885,0.45718151221630354,0.1540151576818254,-0.032923497154057915,-0.7684099445606709,0.24352646119037918,0.4152307135204516,-0.49443894362895746
1.289519073488987,-2.3772604812016223,-2.42389719946125,-0.12408762790066843,0.3010489203196375,-0.7366710963064689,-0.7721531084372377,0.576976819663537,0.0123565261660646,-0.9086329281509969,0.027995098983735436,-1.1196929462468919,-0.6897718362572732,-0.3331959033264975,-0.4687223924077102,-0.4770009426318719,-0.2636655667399298,-0.7703021287450639,-0.11738663268118452,0.5816089906559593
0.533150377969558,-3.8780709985881576,0.3532663870172084,0.37961742647219343,0.8904511177824491,0.2792837270564843,-0.792893722738526,1.2875219223844752,0.6349685938636132,0.3960273319142965,0.11787590587012711,0.34245535815013295,-0.015704593623718247,-0.0528614523716029,-0.23298745720494587,-0.17352114972221105,0.5364709133388996,-0.03611270079145635,0.07973221613366241,0.6385194174164814
1.4763278441281087,1.2983322375592647,0.7451009730367205,-1.7011803912550838,0.16205158697874844,-0.6968278651974136,1.0973284054772594,-0.19740051523737154,-0.8602236848236962,0.44796517162600646,1.7031231386945733,0.1979482941330759,0.2047970493689166,-0.8368686193732424,-0.3125396232735191,-0.06463733754767893,0.3611147851974278,0.23949849810574075,0.2424810823854232,0.9851785631608961
-3.4005814892560746,0.6191413773370068,0.009181087261001301,-1.0597520984932716,-0.48538907401047215,-0.14079453262045874,-0.8849973545341526,-0.1828655339545265,0.0646034934136305,-0.15575295403859102,-0.6062410155104296,-0.5219766606569418,0.2431552488448251,-0.15117333363649174,0.42637240406674215,-0.26606934288572087,-0.46126027405740666,-0.09217714682877154,0.24400502151135012,-0.4926642590721896
5.441610270434851,3.2200122411608167,-1.490387330868547,-3.0017256462858275,-0.46943518913528415,-0.27132260885712195,-1.0311143922531207,1.6673302729923687,-0.29146118837802115,-0.9246870753977918,0.4723467187569991,-0.6980656835802278,-1.5977250298105354,1.5324404759946035,1.2257113908947346,4.554022358421903,1.9693077567274138,0.3356890839230536,0.22416232208559692,0.20357524150794418
4.684174328242462,2.0840974318219505,-1.5699990724247332,1.7992220562646606,0.9390637506943204,0.7379247600860701,0.22436723962271934,0.19987473709594233,-1.2221259219326763,-1.852635325290905,0.3504983989295852,-1.125612312674778,1.8859504691184497,1.439555447704887,0.5370420980397128,-0.40496211001121324,0.43636193788639577,-1.3702021368992838,-0.6150614968581242,0.21396390241747038
1.1629402321608198,2.2626618719881395,0.12498030873440004,-0.6833113515301406,-0.2869512960858843,-0.4373174500615687,-0.17030132009980092,-0.012274113448694324,1.2757901908132672,-0.09029758359298917,0.559516269437294,0.5533957709630624,0.5856895377067649,-0.08119666958321711,-0.6292649763843554,0.18108890876694628,-0.7832299502603965,0.3608937960480314,-0.29500856475095294,0.5013153809055036
-0.8488235386114377,3.3142748959998998,1.434768088072983,-1.6679713874226052,0.18340878757577847,1.998030241221471,0.10995200835118223,0.19799355212932895,-0.4404452220476369,0.008865119932186985,0.30401519072796845,0.9283704639003492,-0.12218756235647166,-0.33101404458219436,-0.14250573170890551,-0.11822478794382914,0.1925944215497165,-0.0684852326268215,-0.12429810639279126,0.24515718064477116
-0.4060294853717237,0.710372284379345,0.636132324768401,-1.7595760630224022,-1.0889505927077443,-0.163442669624377,0.9335344011785636,-1.2157527625392113,-1.3522583910397958,1.1167884331335125,1.4172291491130444,-0.2989739623560211,-0.39483562231008174,0.6648724977498851,-0.6054120225491204,-0.0468072566806481,0.5996955070553045,-0.5122128900497149,0.6318880617869354,0.1646140761385322
0.6045585743785795,0.22156460074736511,-1.6855172564454837,1.264026797912534,0.1813333136197631,0.5433816767527743,0.9982368876425081,-0.40819109507563694,-1.3153213211246755,0.5073937398976812,0.9481106754344794,0.30674768199844654,0.38780184362990233,-0.03436707532314209,-0.22324984693007235,0.5468320413352619,0.6478522319674335,0.6413797288490697,-0.3041595719867829,0.22447041821308672
1.6957027983448767,-1.7973998431847529,0.34549089093734453,0.8046163657636318,-1.102751036145948,0.35945558010614426,-0.8132865768775334,-0.5202963088417067,-0.6514980519502667,-1.536111777607735,0.8863941631398033,0.6439466970440895,0.508954292758381,-0.9261612878013445,-0.18266143554495198,-0.28127332867821164,0.3656637857461882,0.2246865844353103,0.38354278397006647,0.4062230395662241
1.0833195000476974,-0.457233101153845,-1.348643432636445,0.9063817200517292,1.112640137289599,1.0664519284097518,0.5169621427084987,-0.7902133701479508,1.0745972387699219,-1.1423728280562435,0.04422929449288075,0.12265896302432629,-0.4354104369285261,0.18527688221757888,-0.20294029069715816,-0.17801117263429467,0.13784698827313224,0.39299284558733827,-0.8304433495413114,0.6948249523933135
1.0768762440778819,-1.587204296456361,-0.12088813015871804,-0.7122196224608643,-0.4741185646404976,-1.3857957797406852,0.4674909746436664,-0.2799627995914179,0.4938597425772707,0.767804451262942,2.0176520604907435,-0.8646706117549073,-0.2648631683555882,-0.6700097879322084,-0.6001804265796207,0.42319013639122594,-0.6673697212164329,-0.19671955478971626,0.04096437152337295,0.8324330163030905
0.15420823625457872,-0.038154892307929525,-0.008752984572901884,-1.0626673002367795,-0.30102100337000276,-0.23434796383886622,-0.5288145079064118,-0.7887061252733402,-0.38117964823981887,-0.8754717340961272,2.14470159402861,0.554299844746504,-0.7895256580191494,0.1713730900277161,-0.5014920776288753,-0.32948954434364475,-0.47873666462769093,0.07512153990134564,-0.43734562240920716,0.1738330214504449
